date,ticker,open,high,low,close,adj_close,volume
2019-06-21,TSLA,70.54,70.54,69.01,69.99,69.99,1854535705
2019-06-24,TSLA,68.96,70.31,67.61,69.11,69.11,387290138
2019-06-25,TSLA,68.47,68.48,67.06,67.84,67.84,569595900
2019-06-26,TSLA,68.02,68.4,67.08,68.13,68.13,764396626
2019-06-27,TSLA,68.89,68.89,68.3,68.75,68.75,2012273051
2019-06-28,TSLA,72.39,73.04,72.08,72.08,72.08,538862163
2019-07-01,TSLA,74.52,75.18,72.58,73.85,73.85,559916253
2019-07-02,TSLA,72.46,74.13,71.86,72.83,72.83,1065685771
2019-07-03,TSLA,71.6,71.6,71.25,71.25,71.25,565749955
2019-07-04,TSLA,72.2,72.72,71.5,72.17,72.17,876559838
2019-07-05,TSLA,69.53,69.86,68.77,69.86,69.86,315313376
2019-07-08,TSLA,73.57,73.57,71.98,73.17,73.17,3020227406
2019-07-09,TSLA,75.47,75.47,75.39,75.39,75.39,356332364
2019-07-10,TSLA,74.79,74.95,74.55,74.55,74.55,659470882
2019-07-11,TSLA,71.21,72.53,70.4,71.46,71.46,784464108
2019-07-12,TSLA,73.93,73.95,73.93,73.95,73.95,2520222127
2019-07-15,TSLA,73.95,73.95,73.64,73.78,73.78,361254238
2019-07-16,TSLA,75.99,76.15,75.99,76.14,76.14,2629928460
2019-07-17,TSLA,72.75,73.35,72.75,73.2,73.2,1259909957
2019-07-18,TSLA,72.81,72.81,71.79,72.14,72.14,1027358923
2019-07-19,TSLA,72.2,72.2,71.65,72.19,72.19,443061784
2019-07-22,TSLA,72.65,72.92,70.72,72.31,72.31,1126841862
2019-07-23,TSLA,71.41,71.53,70.54,71.53,71.53,518218759
2019-07-24,TSLA,72.48,72.69,72.48,72.69,72.69,1710406249
2019-07-25,TSLA,70.68,71.09,70.68,70.81,70.81,446684364
2019-07-26,TSLA,70.47,71.7,70.47,70.59,70.59,747395387
2019-07-29,TSLA,70.9,71.42,70.84,70.84,70.84,573252102
2019-07-30,TSLA,71.86,72.35,69.96,71.79,71.79,442294373
2019-07-31,TSLA,73.11,73.12,73.11,73.12,73.12,1247979761
2019-08-01,TSLA,70.6,71.37,70.6,71.12,71.12,1102973165
2019-08-02,TSLA,68.48,68.48,68.48,68.48,68.48,1652253778
2019-08-05,TSLA,70.27,71.7,70.27,70.74,70.74,274943157
2019-08-06,TSLA,70.83,72.72,70.83,71.36,71.36,1514729059
2019-08-07,TSLA,70.68,70.68,69.39,70.08,70.08,3596652336
2019-08-08,TSLA,73.03,73.85,72.87,72.88,72.88,610027957
2019-08-09,TSLA,73.36,73.65,71.84,73.13,73.13,2493839099
2019-08-12,TSLA,75.2,75.35,75.2,75.35,75.35,683066813
2019-08-13,TSLA,76.13,77.08,75.52,75.52,75.52,351090350
2019-08-14,TSLA,79.77,79.77,79.13,79.55,79.55,665880334
2019-08-15,TSLA,83.61,83.61,82.36,83.16,83.16,1500287180
2019-08-16,TSLA,82.46,82.68,82.41,82.68,82.68,483757405
2019-08-19,TSLA,85.54,85.54,84.13,84.76,84.76,557959426
2019-08-20,TSLA,86.73,86.73,85.06,86.18,86.18,1142087607
2019-08-21,TSLA,89.85,89.85,89.22,89.22,89.22,801372203
2019-08-22,TSLA,86.56,87.22,86.56,87.14,87.14,1135993881
2019-08-23,TSLA,88.28,89.27,88.28,88.69,88.69,922592061
2019-08-26,TSLA,90.72,91.11,89.91,91.11,91.11,1066635556
2019-08-27,TSLA,86.83,87.23,86.83,87.23,87.23,617147916
2019-08-28,TSLA,85.33,85.33,84.73,84.73,84.73,919222319
2019-08-29,TSLA,79.8,80.56,79.46,80.56,80.56,458548304
2019-08-30,TSLA,79.38,80.8,78.91,80.06,80.06,1732896587
2019-09-02,TSLA,81.18,82.21,80.96,81.55,81.55,546713342
2019-09-03,TSLA,84.2,85.89,84.2,84.71,84.71,1574665164
2019-09-04,TSLA,84.45,85.44,84.45,84.91,84.91,695287386
2019-09-05,TSLA,89.0,89.0,88.48,88.48,88.48,902969564
2019-09-06,TSLA,85.63,86.32,84.64,85.52,85.52,594375165
2019-09-09,TSLA,81.18,81.99,81.18,81.99,81.99,434802621
2019-09-10,TSLA,81.8,82.63,80.72,81.92,81.92,280797342
2019-09-11,TSLA,82.6,83.62,82.43,82.75,82.75,424662589
2019-09-12,TSLA,82.08,83.02,82.08,82.72,82.72,658618283
2019-09-13,TSLA,78.87,79.94,77.22,78.59,78.59,908338357
2019-09-16,TSLA,78.77,79.7,78.46,78.46,78.46,1466621932
2019-09-17,TSLA,76.31,76.83,75.33,75.98,75.98,612185270
2019-09-18,TSLA,77.65,78.78,77.22,77.3,77.3,471214301
2019-09-19,TSLA,77.27,78.05,77.27,78.05,78.05,336588316
2019-09-20,TSLA,76.96,76.96,76.27,76.27,76.27,1066916095
2019-09-23,TSLA,75.81,75.81,74.29,75.34,75.34,1834277869
2019-09-24,TSLA,74.0,74.0,71.64,73.4,73.4,1710066611
2019-09-25,TSLA,72.61,73.8,72.61,73.32,73.32,1224697423
2019-09-26,TSLA,75.78,76.03,74.15,75.13,75.13,1173346770
2019-09-27,TSLA,73.79,74.4,73.34,73.34,73.34,2215124104
2019-09-30,TSLA,74.81,74.81,74.3,74.3,74.3,976269151
2019-10-01,TSLA,72.77,73.36,72.29,73.36,73.36,1178699802
2019-10-02,TSLA,72.3,72.3,70.91,71.96,71.96,659854347
2019-10-03,TSLA,72.46,72.46,71.39,71.8,71.8,353280874
2019-10-04,TSLA,70.25,71.15,70.0,70.0,70.0,530691090
2019-10-07,TSLA,69.17,69.17,69.07,69.07,69.07,795518432
2019-10-08,TSLA,67.66,67.66,66.09,67.07,67.07,829614110
2019-10-09,TSLA,70.4,70.48,70.4,70.48,70.48,2540867799
2019-10-10,TSLA,70.71,71.24,69.48,70.57,70.57,839877243
2019-10-11,TSLA,69.35,69.93,69.35,69.38,69.38,1622616921
2019-10-14,TSLA,70.39,70.39,69.79,69.79,69.79,616120830
2019-10-15,TSLA,69.04,69.63,68.76,69.63,69.63,663470180
2019-10-16,TSLA,69.28,69.43,68.65,69.28,69.28,360353271
2019-10-17,TSLA,70.65,70.65,69.2,70.38,70.38,512393371
2019-10-18,TSLA,72.18,72.5,70.78,71.76,71.76,1097377231
2019-10-21,TSLA,70.97,71.26,70.85,70.85,70.85,803538862
2019-10-22,TSLA,70.45,70.45,68.84,69.87,69.87,1408460600
2019-10-23,TSLA,70.04,70.04,68.39,69.43,69.43,891799927
2019-10-24,TSLA,65.01,66.8,65.01,65.58,65.58,647434223
2019-10-25,TSLA,63.05,63.51,63.05,63.17,63.17,2902905933
2019-10-28,TSLA,64.78,66.16,64.78,65.4,65.4,756080083
2019-10-29,TSLA,67.95,68.18,67.59,68.18,68.18,1607266234
2019-10-30,TSLA,67.84,68.06,67.0,67.79,67.79,628768986
2019-10-31,TSLA,69.37,69.37,68.81,68.81,68.81,1224452555
2019-11-01,TSLA,69.86,69.86,69.38,69.38,69.38,1395905848
2019-11-04,TSLA,74.41,76.28,74.25,74.97,74.97,906494193
2019-11-05,TSLA,76.5,77.74,75.88,77.13,77.13,194766165
2019-11-06,TSLA,77.06,77.06,75.63,76.92,76.92,808710431
2019-11-07,TSLA,75.19,75.19,74.04,75.14,75.14,1673655559
2019-11-08,TSLA,71.88,72.66,71.88,72.22,72.22,1097706126
2019-11-11,TSLA,73.2,73.2,72.62,72.62,72.62,1045230555
2019-11-12,TSLA,71.91,71.91,71.22,71.3,71.3,284614399
2019-11-13,TSLA,68.71,69.5,68.71,68.84,68.84,519162221
2019-11-14,TSLA,68.3,68.3,67.35,67.77,67.77,1023828202
2019-11-15,TSLA,65.84,65.99,65.84,65.99,65.99,1023229834
2019-11-18,TSLA,69.2,69.84,68.87,68.87,68.87,1657870970
2019-11-19,TSLA,70.41,70.44,69.18,70.44,70.44,733310628
2019-11-20,TSLA,69.93,71.88,69.93,70.46,70.46,1020434600
2019-11-21,TSLA,73.78,73.78,73.15,73.15,73.15,807799583
2019-11-22,TSLA,73.26,74.43,72.27,73.33,73.33,442448379
2019-11-25,TSLA,72.14,72.3,70.64,71.8,71.8,206647541
2019-11-26,TSLA,74.43,75.67,74.18,74.63,74.63,1035971856
2019-11-27,TSLA,74.95,77.11,74.95,75.68,75.68,887898795
2019-11-28,TSLA,73.18,73.77,73.16,73.77,73.77,552020076
2019-11-29,TSLA,73.45,74.91,73.45,73.46,73.46,302773683
2019-12-02,TSLA,72.18,72.18,71.16,71.9,71.9,1167165163
2019-12-03,TSLA,69.26,69.84,69.26,69.49,69.49,681937081
2019-12-04,TSLA,71.44,71.44,71.06,71.16,71.16,1117237361
2019-12-05,TSLA,74.97,75.04,74.67,74.67,74.67,2447735426
2019-12-06,TSLA,72.44,72.44,71.82,72.14,72.14,221324713
2019-12-09,TSLA,73.19,73.92,73.19,73.2,73.2,525699079
2019-12-10,TSLA,72.65,72.65,72.05,72.05,72.05,705469877
2019-12-11,TSLA,71.2,72.04,70.54,71.22,71.22,1914831956
2019-12-12,TSLA,70.13,71.16,68.92,70.2,70.2,299659739
2019-12-13,TSLA,68.32,68.98,67.74,68.74,68.74,2555507357
2019-12-16,TSLA,68.59,68.85,67.51,68.85,68.85,867836196
2019-12-17,TSLA,66.85,67.47,66.85,67.47,67.47,755129339
2019-12-18,TSLA,68.14,68.14,67.06,67.96,67.96,710275969
2019-12-19,TSLA,67.57,67.91,67.31,67.91,67.91,615682631
2019-12-20,TSLA,67.27,67.55,67.27,67.54,67.54,1500208680
2019-12-23,TSLA,66.41,66.41,65.68,66.06,66.06,421313406
2019-12-24,TSLA,64.92,66.46,64.33,65.14,65.14,984110267
2019-12-25,TSLA,66.07,66.79,65.69,66.42,66.42,635225746
2019-12-26,TSLA,66.84,67.29,66.84,67.29,67.29,506340502
2019-12-27,TSLA,66.05,66.05,65.69,65.69,65.69,3774693806
2019-12-30,TSLA,65.4,65.89,65.4,65.89,65.89,1028564976
2019-12-31,TSLA,67.11,67.42,66.92,67.17,67.17,1155685286
2020-01-01,TSLA,64.47,65.32,64.03,64.46,64.46,1583124192
2020-01-02,TSLA,65.62,65.77,64.13,65.37,65.37,340930783
2020-01-03,TSLA,64.5,64.5,63.09,64.33,64.33,2288986878
2020-01-06,TSLA,65.69,66.58,64.18,65.28,65.28,177525655
2020-01-07,TSLA,63.5,65.21,63.5,64.08,64.08,504329384
2020-01-08,TSLA,61.03,61.57,60.82,61.28,61.28,607328868
2020-01-09,TSLA,58.61,59.27,58.61,58.87,58.87,1134019251
2020-01-10,TSLA,58.55,59.19,58.03,58.97,58.97,912073338
2020-01-13,TSLA,59.13,59.7,58.98,59.38,59.38,723717119
2020-01-14,TSLA,57.86,58.38,57.86,58.08,58.08,794164830
2020-01-15,TSLA,59.07,59.07,58.39,59.05,59.05,444822634
2020-01-16,TSLA,56.86,56.86,56.67,56.67,56.67,325756446
2020-01-17,TSLA,56.47,56.9,55.84,56.61,56.61,1236940678
2020-01-20,TSLA,55.18,55.18,54.94,54.94,54.94,1212831648
2020-01-21,TSLA,53.9,55.03,53.9,54.08,54.08,2069756128
2020-01-22,TSLA,53.95,54.9,53.53,54.17,54.17,497939798
2020-01-23,TSLA,53.09,53.89,52.6,53.05,53.05,1212183512
2020-01-24,TSLA,52.06,52.77,52.06,52.56,52.56,674698149
2020-01-27,TSLA,53.48,54.61,53.48,53.93,53.93,1633980649
2020-01-28,TSLA,53.1,53.18,52.87,53.18,53.18,1476850572
2020-01-29,TSLA,54.81,55.09,53.89,54.33,54.33,907973398
2020-01-30,TSLA,53.08,53.08,52.84,52.84,52.84,652474036
2020-01-31,TSLA,53.13,54.09,53.13,53.58,53.58,1423748910
2020-02-03,TSLA,55.95,55.95,55.21,55.57,55.57,1179247917
2020-02-04,TSLA,52.51,53.04,52.04,52.26,52.26,530502781
2020-02-05,TSLA,51.37,52.25,50.78,51.26,51.26,360614758
2020-02-06,TSLA,52.36,52.36,51.62,52.03,52.03,672747249
2020-02-07,TSLA,51.69,51.79,51.14,51.79,51.79,1985721754
2020-02-10,TSLA,52.01,53.07,52.01,52.3,52.3,1591419616
2020-02-11,TSLA,51.55,51.75,51.19,51.54,51.54,410383857
2020-02-12,TSLA,51.73,52.54,51.25,51.68,51.68,396959790
2020-02-13,TSLA,51.54,51.81,51.28,51.5,51.5,1718659235
2020-02-14,TSLA,53.12,53.37,53.05,53.05,53.05,404684559
2020-02-17,TSLA,53.9,53.9,53.42,53.42,53.42,1085793826
2020-02-18,TSLA,54.33,54.33,53.61,53.9,53.9,552717329
2020-02-19,TSLA,53.77,53.85,53.37,53.37,53.37,2110576468
2020-02-20,TSLA,53.07,53.07,52.48,52.75,52.75,503827809
2020-02-21,TSLA,52.67,52.67,52.07,52.21,52.21,1588437901
2020-02-24,TSLA,52.33,52.97,52.04,52.75,52.75,893730820
2020-02-25,TSLA,51.98,52.58,51.98,52.22,52.22,930578424
2020-02-26,TSLA,52.62,53.4,51.92,52.63,52.63,245256424
2020-02-27,TSLA,55.84,56.51,55.46,55.46,55.46,213308917
2020-02-28,TSLA,56.71,56.93,56.0,56.71,56.71,700749080
2020-03-02,TSLA,56.55,57.16,56.27,56.27,56.27,927630124
2020-03-03,TSLA,57.6,58.52,57.6,58.02,58.02,407226990
2020-03-04,TSLA,57.17,57.61,57.17,57.46,57.46,416244736
2020-03-05,TSLA,54.88,55.53,54.48,54.63,54.63,1120323789
2020-03-06,TSLA,52.94,53.3,52.56,53.3,53.3,1121253046
2020-03-09,TSLA,50.73,50.89,50.48,50.89,50.89,736452548
2020-03-10,TSLA,50.23,51.54,49.83,50.47,50.47,1277436321
2020-03-11,TSLA,50.36,50.64,50.36,50.51,50.51,395427739
2020-03-12,TSLA,52.92,53.66,52.5,52.7,52.7,646083331
2020-03-13,TSLA,53.02,54.19,53.02,53.16,53.16,2149984701
2020-03-16,TSLA,52.95,52.95,52.24,52.89,52.89,833374165
2020-03-17,TSLA,53.6,54.71,52.92,54.03,54.03,862881138
2020-03-18,TSLA,51.46,51.46,51.0,51.15,51.15,3190897147
2020-03-19,TSLA,51.34,51.57,51.34,51.48,51.48,345462515
2020-03-20,TSLA,52.66,53.07,52.48,52.5,52.5,1289935714
2020-03-23,TSLA,50.85,51.9,50.47,50.62,50.62,2170865489
2020-03-24,TSLA,51.81,52.12,51.81,52.12,52.12,658243343
2020-03-25,TSLA,52.99,52.99,51.61,52.58,52.58,1339789664
2020-03-26,TSLA,52.19,52.67,52.07,52.07,52.07,443757278
2020-03-27,TSLA,52.85,53.56,52.85,52.92,52.92,529773737
2020-03-30,TSLA,55.69,56.84,55.41,56.04,56.04,1007743842
2020-03-31,TSLA,56.82,56.82,56.32,56.32,56.32,1291590192
2020-04-01,TSLA,56.99,56.99,55.84,56.7,56.7,1567208592
2020-04-02,TSLA,55.76,56.16,55.76,56.08,56.08,2051377082
2020-04-03,TSLA,54.75,55.53,54.27,54.93,54.93,768178022
2020-04-06,TSLA,56.46,56.46,56.11,56.11,56.11,1637058798
2020-04-07,TSLA,55.16,55.16,54.07,54.95,54.95,651388693
2020-04-08,TSLA,55.37,56.11,55.07,55.07,55.07,1374361074
2020-04-09,TSLA,54.38,54.45,54.38,54.45,54.45,905948735
2020-04-10,TSLA,55.37,56.25,55.13,55.13,55.13,1045129610
2020-04-13,TSLA,55.49,56.06,55.49,55.62,55.62,1031319332
2020-04-14,TSLA,56.78,57.77,56.78,57.11,57.11,305413451
2020-04-15,TSLA,56.56,56.56,55.14,56.41,56.41,407489973
2020-04-16,TSLA,56.59,56.59,55.67,56.06,56.06,850661520
2020-04-17,TSLA,54.52,55.45,53.88,54.73,54.73,290650639
2020-04-20,TSLA,54.11,54.82,54.11,54.15,54.15,1317137504
2020-04-21,TSLA,54.88,55.66,54.29,54.69,54.69,1349410381
2020-04-22,TSLA,55.81,55.81,55.76,55.76,55.76,973396764
2020-04-23,TSLA,54.9,55.03,54.52,54.52,54.52,408221138
2020-04-24,TSLA,56.04,56.31,55.15,55.75,55.75,1830918084
2020-04-27,TSLA,57.19,57.99,57.09,57.7,57.7,2715729329
2020-04-28,TSLA,58.91,59.08,57.85,58.32,58.32,873698664
2020-04-29,TSLA,61.46,62.13,60.69,61.16,61.16,1086601993
2020-04-30,TSLA,60.45,60.91,59.38,60.01,60.01,902828519
2020-05-01,TSLA,58.38,58.38,57.11,58.2,58.2,1099610115
2020-05-04,TSLA,56.1,56.1,55.7,55.7,55.7,744530775
2020-05-05,TSLA,57.4,57.85,57.4,57.85,57.85,783484201
2020-05-06,TSLA,58.65,58.83,58.19,58.83,58.83,1377354628
2020-05-07,TSLA,59.22,59.22,58.36,58.78,58.78,3267772826
2020-05-08,TSLA,58.87,59.22,58.0,59.22,59.22,345311428
2020-05-11,TSLA,57.12,57.61,57.12,57.61,57.61,751598259
2020-05-12,TSLA,61.62,61.62,61.27,61.27,61.27,393945726
2020-05-13,TSLA,61.91,62.4,60.55,61.5,61.5,2079129096
2020-05-14,TSLA,61.28,62.78,60.9,61.69,61.69,562193816
2020-05-15,TSLA,63.3,63.3,62.85,62.85,62.85,336490179
2020-05-18,TSLA,63.88,65.01,63.6,63.65,63.65,1173095946
2020-05-19,TSLA,64.06,64.59,63.06,64.03,64.03,2278052319
2020-05-20,TSLA,63.23,63.23,62.54,62.81,62.81,1191118622
2020-05-21,TSLA,63.49,63.59,62.86,63.59,63.59,904487213
2020-05-22,TSLA,66.28,67.13,66.14,66.68,66.68,1022467390
2020-05-25,TSLA,68.7,70.08,68.7,69.0,69.0,1869439326
2020-05-26,TSLA,71.84,72.34,71.84,71.84,71.84,473413815
2020-05-27,TSLA,71.0,71.0,70.68,70.96,70.96,747983694
2020-05-28,TSLA,69.68,69.68,69.26,69.26,69.26,609644105
2020-05-29,TSLA,69.48,69.48,68.72,69.08,69.08,396934094
2020-06-01,TSLA,69.32,69.32,69.21,69.21,69.21,656855651
2020-06-02,TSLA,71.56,71.56,70.35,71.16,71.16,1554830941
2020-06-03,TSLA,67.82,68.24,67.82,68.24,68.24,1123777133
2020-06-04,TSLA,70.3,71.93,70.3,70.94,70.94,1177413946
2020-06-05,TSLA,71.22,72.18,69.48,70.69,70.69,873383552
2020-06-08,TSLA,69.38,69.98,69.38,69.98,69.98,1094971606
2020-06-09,TSLA,67.92,69.64,67.92,68.26,68.26,494790893
2020-06-10,TSLA,65.78,65.78,65.28,65.53,65.53,664332987
2020-06-11,TSLA,66.8,66.92,66.23,66.92,66.92,897570783
2020-06-12,TSLA,67.58,67.58,67.08,67.08,67.08,944824274
2020-06-15,TSLA,64.72,65.37,64.72,64.98,64.98,969327134
2020-06-16,TSLA,62.33,63.98,62.21,62.94,62.94,736190025
2020-06-17,TSLA,62.2,62.66,62.2,62.45,62.45,637806790
2020-06-18,TSLA,65.24,65.24,63.62,65.14,65.14,5319593724
2020-06-19,TSLA,64.59,65.09,63.88,64.75,64.75,1378238902
2020-06-22,TSLA,62.43,62.43,61.95,62.39,62.39,1024928289
2020-06-23,TSLA,62.51,63.42,62.04,62.04,62.04,695453633
2020-06-24,TSLA,62.16,62.16,61.65,61.65,61.65,610182532
2020-06-25,TSLA,57.39,57.85,56.56,57.66,57.66,739525737
2020-06-26,TSLA,57.56,58.09,57.56,57.61,57.61,953545123
2020-06-29,TSLA,57.36,58.0,56.5,57.3,57.3,258844660
2020-06-30,TSLA,58.86,58.86,57.46,58.34,58.34,311953982
2020-07-01,TSLA,61.74,61.88,59.72,61.13,61.13,545858622
2020-07-02,TSLA,62.57,62.9,62.57,62.9,62.9,905758853
2020-07-03,TSLA,62.8,63.52,62.51,62.51,62.51,692927623
2020-07-06,TSLA,60.69,61.59,60.69,60.84,60.84,1941783535
2020-07-07,TSLA,64.27,65.56,64.27,64.91,64.91,328669067
2020-07-08,TSLA,64.4,65.27,63.37,65.04,65.04,509628566
2020-07-09,TSLA,65.04,65.18,65.04,65.09,65.09,1991303018
2020-07-10,TSLA,65.07,65.09,64.97,65.09,65.09,865373353
2020-07-13,TSLA,64.82,66.37,64.82,65.44,65.44,1360210834
2020-07-14,TSLA,65.48,65.48,64.4,65.24,65.24,2738697189
2020-07-15,TSLA,64.07,64.91,64.07,64.34,64.34,527530556
2020-07-16,TSLA,63.57,63.62,63.08,63.5,63.5,753629478
2020-07-17,TSLA,63.22,63.48,63.22,63.48,63.48,679279923
2020-07-20,TSLA,62.23,62.98,62.19,62.65,62.65,247579969
2020-07-21,TSLA,61.46,61.57,60.61,61.57,61.57,663979555
2020-07-22,TSLA,61.44,62.38,61.44,61.77,61.77,1357129049
2020-07-23,TSLA,61.45,61.45,60.54,61.4,61.4,1106373874
2020-07-24,TSLA,63.4,63.79,63.4,63.79,63.79,1159726341
2020-07-27,TSLA,59.74,60.1,59.48,59.73,59.73,638539829
2020-07-28,TSLA,60.99,61.41,60.75,61.41,61.41,539601605
2020-07-29,TSLA,63.6,63.6,63.38,63.38,63.38,1713070828
2020-07-30,TSLA,60.52,60.92,59.45,60.21,60.21,593536762
2020-07-31,TSLA,59.26,59.73,58.78,59.73,59.73,954262380
2020-08-03,TSLA,59.16,60.05,59.16,59.2,59.2,882263046
2020-08-04,TSLA,56.69,57.18,56.55,57.18,57.18,1922765227
2020-08-05,TSLA,56.22,56.22,56.11,56.11,56.11,1432729802
2020-08-06,TSLA,54.34,55.03,54.34,54.6,54.6,367724593
2020-08-07,TSLA,57.1,57.21,57.07,57.07,57.07,392272810
2020-08-10,TSLA,58.47,58.47,58.38,58.45,58.45,1132106496
2020-08-11,TSLA,60.88,60.88,60.04,60.37,60.37,769612278
2020-08-12,TSLA,61.56,61.56,61.5,61.5,61.5,608737032
2020-08-13,TSLA,59.92,61.02,58.9,59.82,59.82,1471247813
2020-08-14,TSLA,58.95,59.14,58.95,59.07,59.07,895126519
2020-08-17,TSLA,60.36,60.49,59.73,59.82,59.82,825479041
2020-08-18,TSLA,58.37,59.16,56.9,58.05,58.05,1277150401
2020-08-19,TSLA,58.87,59.68,58.87,59.12,59.12,638693092
2020-08-20,TSLA,59.2,59.64,58.8,58.8,58.8,2050011810
2020-08-21,TSLA,58.2,58.28,58.2,58.28,58.28,498528554
2020-08-24,TSLA,59.74,60.35,58.41,59.35,59.35,1186362143
2020-08-25,TSLA,60.43,60.43,58.92,60.04,60.04,1890863997
2020-08-26,TSLA,59.16,59.9,58.84,59.53,59.53,350062653
2020-08-27,TSLA,61.56,61.56,61.31,61.31,61.31,650986130
2020-08-28,TSLA,59.46,60.26,58.64,59.71,59.71,1587338316
2020-08-31,TSLA,60.42,61.11,60.42,60.66,60.66,1601724548
2020-09-01,TSLA,61.35,62.02,60.76,61.6,61.6,721687400
2020-09-02,TSLA,61.43,61.43,61.01,61.16,61.16,514752800
2020-09-03,TSLA,61.35,61.7,61.35,61.69,61.69,1419487167
2020-09-04,TSLA,59.22,60.4,59.22,59.82,59.82,1627204683
2020-09-07,TSLA,61.51,61.67,60.65,61.24,61.24,397697407
2020-09-08,TSLA,60.59,62.45,60.59,60.99,60.99,388440984
2020-09-09,TSLA,59.75,60.95,59.28,60.23,60.23,915658474
2020-09-10,TSLA,61.53,62.87,61.53,61.86,61.86,1166899863
2020-09-11,TSLA,60.66,61.22,60.66,60.81,60.81,668507750
2020-09-14,TSLA,58.7,58.73,57.86,58.73,58.73,1202389052
2020-09-15,TSLA,56.0,56.52,56.0,56.52,56.52,522386365
2020-09-16,TSLA,57.95,58.27,57.41,57.41,57.41,224903918
2020-09-17,TSLA,55.87,56.02,54.76,55.63,55.63,620266235
2020-09-18,TSLA,57.95,58.15,57.95,58.15,58.15,830832931
2020-09-21,TSLA,55.03,55.23,54.46,55.23,55.23,677890293
2020-09-22,TSLA,57.59,58.56,57.59,57.65,57.65,399146087
2020-09-23,TSLA,58.13,58.13,57.98,57.98,57.98,269104574
2020-09-24,TSLA,57.46,58.27,57.12,57.87,57.87,587593956
2020-09-25,TSLA,56.76,57.35,56.76,57.12,57.12,1370708317
2020-09-28,TSLA,58.13,58.13,57.72,57.72,57.72,1699701464
2020-09-29,TSLA,57.41,57.86,57.41,57.69,57.69,1631275450
2020-09-30,TSLA,59.19,59.33,59.02,59.33,59.33,490263852
2020-10-01,TSLA,59.97,59.97,59.53,59.53,59.53,400320568
2020-10-02,TSLA,59.98,60.4,59.58,59.79,59.79,1077576924
2020-10-05,TSLA,59.09,59.52,58.77,59.27,59.27,1170925158
2020-10-06,TSLA,59.44,59.94,59.14,59.22,59.22,1016978449
2020-10-07,TSLA,59.13,60.36,59.13,59.7,59.7,238901534
2020-10-08,TSLA,57.5,57.5,57.03,57.23,57.23,475496105
2020-10-09,TSLA,55.35,55.87,55.15,55.36,55.36,785779460
2020-10-12,TSLA,56.78,56.78,56.43,56.43,56.43,1071505940
2020-10-13,TSLA,57.21,57.71,56.7,56.7,56.7,1267591420
2020-10-14,TSLA,56.95,56.95,56.17,56.47,56.47,872219886
2020-10-15,TSLA,56.98,56.98,55.99,56.52,56.52,975509331
2020-10-16,TSLA,57.05,57.27,56.97,57.04,57.04,841687425
2020-10-19,TSLA,56.15,56.3,56.14,56.3,56.3,1206961190
2020-10-20,TSLA,55.21,55.25,54.58,55.25,55.25,965077909
2020-10-21,TSLA,55.75,56.24,55.54,55.54,55.54,832082869
2020-10-22,TSLA,54.64,54.8,54.06,54.23,54.23,680935891
2020-10-23,TSLA,54.49,54.82,54.44,54.81,54.81,839884428
2020-10-26,TSLA,52.99,52.99,51.9,52.55,52.55,1069818481
2020-10-27,TSLA,54.29,54.29,53.49,53.95,53.95,939149497
2020-10-28,TSLA,55.14,55.14,54.62,54.62,54.62,1005243714
2020-10-29,TSLA,55.41,55.41,54.61,54.99,54.99,1790271492
2020-10-30,TSLA,56.14,57.18,55.4,56.39,56.39,937847912
2020-11-02,TSLA,58.35,58.81,58.35,58.81,58.81,541904794
2020-11-03,TSLA,59.89,60.35,59.65,60.35,60.35,1359202641
2020-11-04,TSLA,57.43,57.67,56.43,57.67,57.67,352401249
2020-11-05,TSLA,56.01,56.05,55.36,55.88,55.88,418066877
2020-11-06,TSLA,55.38,55.63,54.71,55.04,55.04,978477508
2020-11-09,TSLA,55.54,55.54,55.1,55.1,55.1,1090430054
2020-11-10,TSLA,55.99,56.52,55.46,55.85,55.85,378970629
2020-11-11,TSLA,54.33,54.87,54.27,54.87,54.87,635745898
2020-11-12,TSLA,54.81,55.28,54.81,55.15,55.15,556039393
2020-11-13,TSLA,53.72,54.34,53.72,54.15,54.15,597338317
2020-11-16,TSLA,53.21,53.35,52.66,53.35,53.35,1409017747
2020-11-17,TSLA,51.54,51.54,50.86,51.54,51.54,1222181578
2020-11-18,TSLA,49.92,50.51,49.92,50.38,50.38,790777100
2020-11-19,TSLA,48.59,48.77,48.59,48.73,48.73,576463650
2020-11-20,TSLA,47.28,47.76,46.94,47.58,47.58,355917741
2020-11-23,TSLA,49.02,49.02,48.88,48.88,48.88,1875443427
2020-11-24,TSLA,47.72,47.92,47.06,47.75,47.75,1141111175
2020-11-25,TSLA,51.02,51.03,50.9,51.03,51.03,523474322
2020-11-26,TSLA,51.61,51.69,51.61,51.68,51.68,1231821368
2020-11-27,TSLA,52.42,52.7,51.54,51.95,51.95,766899121
2020-11-30,TSLA,50.58,50.92,50.58,50.87,50.87,673322046
2020-12-01,TSLA,51.81,52.08,51.32,51.79,51.79,1038586942
2020-12-02,TSLA,51.32,51.32,51.08,51.08,51.08,512648534
2020-12-03,TSLA,51.32,51.87,50.19,51.26,51.26,650821577
2020-12-04,TSLA,55.14,55.47,54.68,54.68,54.68,860373055
2020-12-07,TSLA,54.44,54.87,53.56,54.57,54.57,592777267
2020-12-08,TSLA,56.15,57.58,56.15,56.19,56.19,1195046729
2020-12-09,TSLA,54.78,55.24,54.78,55.24,55.24,2455116134
